4.2655,8.5012,17.002,3.2976,0.018879,0.0031033
0.45198,0.60542,1.2108,16.089,5.3121,-5.2271
0.56497,0.85678,1.7136,15.586,7.463,-7.3806
0.67797,1.3081,2.6163,14.684,9.9746,-9.896
0.73446,1.7588,3.5176,13.782,11.258,-11.182
0.84746,2.2602,4.5203,12.78,13.526,-13.456
0.96045,3.0115,6.023,11.277,14.849,-14.787
0.9887,3.6119,7.2237,10.076,14.97,-14.909
1.1017,4.3632,8.7264,8.5736,14.519,-14.467
1.1582,5.0639,10.128,7.1722,13.782,-13.734
1.2994,5.7656,11.531,5.7688,10.975,-10.936
1.3559,6.4162,12.832,4.4675,9.6846,-9.6499
1.4124,6.867,13.734,3.5661,8.4068,-8.3751
1.5819,7.269,14.538,2.762,5.0947,-5.07
1.6667,7.57,15.14,2.16,3.8421,-3.8197
1.8927,7.6227,15.245,2.0546,1.703,-1.6844
2.2034,7.5264,15.053,2.2471,0.52038,-0.50379
2.3729,7.6284,15.257,2.0431,0.27186,-0.25569
2.5424,7.5305,15.061,2.239,0.14338,-0.12741
2.6836,7.4822,14.964,2.3356,0.08701,-0.071132
2.8814,7.5346,15.069,2.2308,0.04626,-0.030443
3.0226,7.3863,14.773,2.5275,0.031003,-0.015206
3.1921,7.4383,14.877,2.4234,0.022035,-0.0062486
3.3333,7.39,14.78,2.52,0.018122,-0.0023377
3.5028,7.492,14.984,2.3159,0.015703,8.2671e-05
3.7571,7.4451,14.89,2.4098,0.014253,0.0015376
3.8701,7.4464,14.893,2.4071,0.013994,0.0017993
0.50848,0.3061,0.6122,14.288,2.731,-2.6666
0.67797,0.55814,1.1163,13.784,4.4075,-4.3449
0.84746,0.96017,1.9203,12.98,6.6534,-6.5938
0.9322,1.1612,2.3224,12.578,7.8907,-7.8333
1.017,1.7122,3.4244,11.476,9.0841,-9.0292
1.1299,1.9636,3.9271,10.973,10.385,-10.334
1.1864,2.4142,4.8285,10.072,10.824,-10.776
1.3277,2.9159,5.8319,9.0681,11.078,-11.036
1.3842,3.3166,6.6332,8.2668,10.823,-10.784
1.4407,3.6173,7.2346,7.6654,10.385,-10.349
1.5254,4.1183,8.2366,6.6634,9.4478,-9.4156
1.6384,4.6697,9.3393,5.5607,7.8857,-7.8583
1.7232,5.2707,10.541,4.3586,6.6474,-6.6231
1.8079,5.5717,11.143,3.7566,5.4644,-5.4427
1.8644,5.7724,11.545,3.3553,4.7383,-4.7182
1.9774,6.1738,12.348,2.5525,3.4834,-3.4657
2.1469,6.3758,12.752,2.1485,2.1067,-2.0915
2.3164,6.2778,12.556,2.3444,1.2336,-1.22
2.5424,6.2805,12.561,2.339,0.58949,-0.57696
2.7119,6.3826,12.765,2.1349,0.33645,-0.32434
2.8814,6.3846,12.769,2.1308,0.1921,-0.18023
3.0509,6.2866,12.573,2.3268,0.11047,-0.098726
3.1638,6.2379,12.476,2.4241,0.078353,-0.066662
3.3898,6.3907,12.781,2.1186,0.040227,-0.028595
3.5311,6.2424,12.485,2.4153,0.028369,-0.016754
3.7006,6.3444,12.689,2.2112,0.019623,-0.0080193
3.8701,6.2465,12.493,2.4071,0.015331,-0.0037311
0.73446,0.15881,0.31763,11.182,1.2893,-1.2506
0.96045,0.31153,0.62305,10.877,2.1557,-2.118
1.1582,0.4139,0.8278,10.672,3.2263,-3.1898
1.3559,0.61627,1.2325,10.267,4.5181,-4.4836
1.5537,0.71864,1.4373,10.063,5.7675,-5.7358
1.6102,1.1193,2.2386,9.2614,6.0572,-6.0266
1.7232,1.3707,2.7414,8.7586,6.479,-6.4505
1.8927,1.7227,3.4454,8.0546,6.6053,-6.5805
1.9774,2.0737,4.1475,7.3525,6.4249,-6.402
2.0904,2.2751,4.5502,6.9498,5.9633,-5.9429
2.1186,2.6254,5.2508,6.2492,5.8163,-5.7965
2.2881,2.8275,5.6549,5.8451,4.7668,-4.7504
2.3164,3.2778,6.5556,4.9444,4.5772,-4.5614
2.4294,3.5292,7.0583,4.4417,3.8193,-3.8053
2.5706,3.9808,7.9617,3.5383,2.9397,-2.9276
2.7119,4.4825,8.9651,2.5349,2.1937,-2.1831
2.8814,4.6346,9.2691,2.2309,1.4984,-1.4891
3.1356,4.7876,9.5753,1.9247,0.8131,-0.80503
3.3051,4.8897,9.7793,1.7207,0.53227,-0.52468
3.5028,4.892,9.7841,1.7159,0.32187,-0.31463
3.6723,4.8441,9.6881,1.8119,0.2089,-0.20185
3.8701,4.7964,9.5929,1.9071,0.12622,-0.11931
4.0113,4.8481,9.6963,1.8037,0.087898,-0.081052
4.1808,4.7502,9.5003,1.9997,0.058222,-0.051425
4.4915,5.0039,10.008,1.4922,0.02823,-0.021479
4.8305,4.908,9.8159,1.6841,0.01422,-0.0074899
5.1695,4.912,9.8241,1.6759,0.009133,-0.0024087
1.4124,0.066949,0.1339,8.3661,0.54518,-0.524
1.6667,0.12,0.24,8.26,0.85139,-0.8305
1.8362,0.17203,0.34407,8.1559,1.1288,-1.1081
2.0339,0.37441,0.74881,7.7512,1.5346,-1.5144
2.2034,0.37644,0.75288,7.7471,1.9481,-1.9285
2.4011,0.47881,0.95763,7.5424,2.4783,-2.4596
2.5706,0.63084,1.2617,7.2383,2.9268,-2.909
2.6836,0.8322,1.6644,6.8356,3.192,-3.175
2.8249,1.0339,2.0678,6.4322,3.4517,-3.4357
3.0226,1.2363,2.4725,6.0275,3.6234,-3.6091
3.1921,1.4883,2.9766,5.5234,3.5611,-3.5483
3.3616,1.8903,3.7807,4.7193,3.3174,-3.3061
3.5028,1.992,3.9841,4.5159,3.0087,-2.9987
3.5876,2.0431,4.0861,4.4139,2.7946,-2.7852
3.7006,2.2944,4.5888,3.9112,2.4912,-2.4827
3.8418,2.7461,5.4922,3.0078,2.1086,-2.101
4.0678,2.9988,5.9976,2.5024,1.5442,-1.5379
4.1808,3.1002,6.2003,2.2997,1.3,-1.2942
4.2655,3.4012,6.8024,1.6976,1.1358,-1.1304
4.4068,3.4529,6.9058,1.5942,0.89885,-0.89383
4.5763,3.5049,7.0098,1.4902,0.67022,-0.66561
4.7458,3.4569,6.9139,1.5861,0.49463,-0.49033
4.8587,3.4583,6.9166,1.5834,0.4028,-0.39866
5.0282,3.5103,7.0207,1.4793,0.29406,-0.29011
5.1695,3.362,6.7241,1.7759,0.22585,-0.22202
1.7797,-0.028644,-0.057288,6.7573,0.11517,-0.10189
2.0057,0.074068,0.14814,6.5519,0.16126,-0.14801
2.1469,0.075762,0.15152,6.5485,0.19861,-0.1854
2.3446,0.078135,0.15627,6.5437,0.26485,-0.25169
2.4859,0.07983,0.15966,6.5403,0.3243,-0.31119
2.6554,0.13186,0.26373,6.4363,0.41162,-0.39858
3.0509,0.18661,0.37322,6.3268,0.69918,-0.68644
3.2203,0.33864,0.67729,6.0227,0.86349,-0.85093
3.5028,0.44203,0.88407,5.8159,1.191,-1.1789
3.6441,0.59373,1.1875,5.5125,1.3741,-1.3622
3.8983,0.89678,1.7936,4.9064,1.712,-1.7007
4.1526,0.99983,1.9997,4.7003,2.0127,-2.0023
4.322,1.0019,2.0037,4.6963,2.1599,-2.1502
4.4915,1.3039,2.6078,4.0922,2.2438,-2.2347
4.6893,1.5563,3.1125,3.5875,2.2476,-2.2394
4.8305,1.708,3.4159,3.2841,2.1877,-2.1801
5,1.91,3.82,2.88,2.0547,-2.0479
5.1978,2.0124,4.0248,2.6753,1.8366,-1.8307
5.3672,2.1644,4.3288,2.3712,1.6188,-1.6135
5.5085,2.1161,4.2322,2.4678,1.4297,-1.4249
5.7062,2.4185,4.8369,1.8631,1.1723,-1.1681
5.8474,2.6202,5.2403,1.4597,1.002,-0.99813
6.0169,2.4222,4.8444,1.8556,0.81854,-0.81507
6.1864,2.4242,4.8485,1.8515,0.66071,-0.65755
6.3559,2.5763,5.1525,1.5475,0.52776,-0.52486
6.5254,2.5783,5.1566,1.5434,0.41819,-0.41549
6.6384,2.4797,4.9593,1.7407,0.35707,-0.35448
6.8362,2.432,4.8641,1.8359,0.26886,-0.26642
7.0339,2.5344,5.0688,1.6312,0.20169,-0.19936
7.1751,2.5861,5.1722,1.5278,0.16365,-0.1614
7.3164,2.3878,4.7756,1.9244,0.13286,-0.13065
7.4859,2.4398,4.8797,1.8203,0.10295,-0.1008
7.6836,2.4422,4.8844,1.8156,0.076726,-0.074618
7.8249,2.3939,4.7878,1.9122,0.061902,-0.059819
7.9379,2.4953,4.9905,1.7095,0.052348,-0.050281
8.1356,2.4976,4.9953,1.7047,0.039081,-0.037036
